Country,Gender,Age,EmploymentStatus,EmployerIndustry,FormalEducation,Major,CompensationAmount,CompensationCurrency,CurrentJobTitle,TitleFit,LanguageRecommendation,DataScienceIdentity,WorkDataVisualizations,JobSatisfaction,JobSatisfaction2,ConversionUSD
India,Male,29,Employed full-time,Academic,Master's degree,Computer Science,540000,INR,DBA/Database Engineer,Fine,Python,No,None,7,7,0.0154
United States,"Non-binary, genderqueer, or gender non-conforming",22,Employed full-time,Mix of fields,Bachelor's degree,Computer Science,100000,USD,Software Developer/Software Engineer,Perfectly,Python,Yes,51-75% of projects,8,8,1
United States,Male,24,Employed full-time,Mix of fields,Bachelor's degree,A social science,58000,USD,Data Analyst,Fine,R,Yes,76-99% of projects,8,8,1
United States,Male,31,Employed full-time,Mix of fields,Doctoral degree,Mathematics or statistics,80000,USD,Operations Research Practitioner,Fine,R,Yes,100% of projects,5,5,1
Japan,Male,33,Employed full-time,Technology,Bachelor's degree,Computer Science,9000000,JPY,Machine Learning Engineer,Fine,Python,Yes,26-50% of projects,6,6,0.0089
United States,Female,37,Employed full-time,Academic,Doctoral degree,Biology,88500,USD,Scientist/Researcher,Poorly,Python,Yes,100% of projects,7,7,1
Germany,Male,43,Employed full-time,Internet-based,Master's degree,Electrical Engineering,50000,EUR,Software Developer/Software Engineer,Perfectly,Python,No,51-75% of projects,8,8,1.1304
India,Male,30,Employed full-time,Insurance,Bachelor's degree,Electrical Engineering,1420000,INR,Business Analyst,Fine,Python,No,100% of projects,10 - Highly Satisfied,10,0.0154
India,Female,28,Employed full-time,Technology,Master's degree,Mathematics or statistics,770000,INR,Other,Fine,R,Yes,51-75% of projects,5,5,0.0154
United States,Male,37,Employed full-time,Other,Master's degree,Other,75000,USD,Software Developer/Software Engineer,Perfectly,Python,Yes,100% of projects,8,8,1
United States,Male,31,Employed full-time,Technology,Doctoral degree,Engineering (non-computer focused),200000,USD,Scientist/Researcher,Perfectly,Python,Sort of (Explain more),76-99% of projects,9,9,1
India,Male,24,"Independent contractor, freelancer, or self-employed",Mix of fields,Bachelor's degree,Electrical Engineering,600000,INR,Data Analyst,Fine,R,No,51-75% of projects,6,6,0.0154
Brazil,Male,27,Employed full-time,Other,Master's degree,Computer Science,15000,USD,Software Developer/Software Engineer,Fine,Python,Yes,100% of projects,8,8,1
India,Female,43,Employed full-time,Academic,Doctoral degree,Electrical Engineering,75000,RUB,Researcher,Fine,R,Yes,Less than 10% of projects,8,8,0.0172
United States,Male,43,Employed full-time,Retail,Master's degree,Mathematics or statistics,95000,USD,Data Analyst,Fine,R,Yes,Less than 10% of projects,10 - Highly Satisfied,10,1
India,Male,45,"Independent contractor, freelancer, or self-employed",Technology,Master's degree,Computer Science,7500000,INR,Software Developer/Software Engineer,Fine,Python,Sort of (Explain more),10-25% of projects,10 - Highly Satisfied,10,0.0154
India,Male,28,Employed part-time,Government,Master's degree,Other,0,INR,Data Analyst,Fine,SQL,Yes,10-25% of projects,2,2,0.0154
India,Male,25,Employed full-time,CRM/Marketing,Bachelor's degree,Computer Science,500000,INR,Predictive Modeler,Fine,Python,Yes,51-75% of projects,7,7,0.0154
India,Male,39,Employed full-time,Technology,Master's degree,Mathematics or statistics,1700000,INR,Software Developer/Software Engineer,Fine,R,Yes,Less than 10% of projects,3,3,0.0154
India,Male,24,Employed full-time,Mix of fields,Master's degree,"Information technology, networking, or system administration",750000,INR,Business Analyst,Fine,R,No,10-25% of projects,6,6,0.0154
People 's Republic of China,Male,29,Employed full-time,Technology,Master's degree,Mathematics or statistics,170000,CNY,Machine Learning Engineer,Perfectly,Python,No,10-25% of projects,6,6,0.148
United States,Male,27,Employed full-time,Technology,Master's degree,Computer Science,95000,USD,Software Developer/Software Engineer,Poorly,Python,Sort of (Explain more),51-75% of projects,1 - Highly Dissatisfied,1,1
United States,Female,40,Employed full-time,Other,Bachelor's degree,Management information systems,65000,USD,Business Analyst,Poorly,SAS,Sort of (Explain more),76-99% of projects,3,3,1
Brazil,Male,30,Employed full-time,Other,Master's degree,Electrical Engineering,109000,BRL,Engineer,Poorly,R,Yes,76-99% of projects,8,8,0.3134
India,Male,23,Employed full-time,Pharmaceutical,Bachelor's degree,Engineering (non-computer focused),700000,INR,Data Analyst,Poorly,R,Yes,76-99% of projects,3,3,0.0154
United States,Female,28,"Independent contractor, freelancer, or self-employed",Military/Security,Bachelor's degree,Mathematics or statistics,60000,USD,Other,Fine,Python,Sort of (Explain more),10-25% of projects,10 - Highly Satisfied,10,1
India,Female,23,Employed full-time,Mix of fields,Bachelor's degree,Computer Science,508000,INR,Business Analyst,Poorly,R,Sort of (Explain more),51-75% of projects,3,3,0.0154
India,Male,24,Employed full-time,Technology,Bachelor's degree,Engineering (non-computer focused),300000,INR,Programmer,Fine,Python,Sort of (Explain more),76-99% of projects,6,6,0.0154
United Kingdom,Male,50,Employed full-time,Financial,Some college/university study without earning a bachelor's degree,Management information systems,90000,GBP,Software Developer/Software Engineer,Poorly,SQL,No,76-99% of projects,3,3,1.289
Taiwan,Male,26,Employed full-time,Telecommunications,Master's degree,Mathematics or statistics,900000,TWD,Researcher,Poorly,Python,No,10-25% of projects,8,8,0.0329
India,Male,28,Employed full-time,Non-profit,Master's degree,Computer Science,360000,INR,Statistician,Fine,R,Yes,26-50% of projects,6,6,0.0154
United States,Male,37,Employed full-time,Other,Bachelor's degree,Computer Science,205,USD,Software Developer/Software Engineer,Poorly,Python,Sort of (Explain more),Less than 10% of projects,3,3,1
India,Female,28,Employed full-time,Mix of fields,Master's degree,Mathematics or statistics,660000,INR,Data Analyst,Fine,Python,Yes,76-99% of projects,6,6,0.0154
United States,Male,27,Employed full-time,Academic,Master's degree,Physics,30000,USD,Scientist/Researcher,Perfectly,C/C++/C#,No,51-75% of projects,7,7,1
India,Male,30,Employed full-time,Manufacturing,Master's degree,Engineering (non-computer focused),60000,INR,Engineer,Fine,Matlab,No,10-25% of projects,4,4,0.0154
United States,Male,32,Employed full-time,Academic,Master's degree,Electrical Engineering,100000,USD,Computer Scientist,Poorly,Python,Yes,100% of projects,8,8,1
United States,Male,34,Employed full-time,Other,Master's degree,Electrical Engineering,140000,USD,Data Analyst,Fine,Matlab,Yes,76-99% of projects,7,7,1
Taiwan,Male,34,Employed full-time,Academic,Master's degree,A health science,17000,USD,Data Analyst,Fine,R,Yes,100% of projects,8,8,1
United States,Male,34,Employed full-time,Academic,Master's degree,Biology,50000,USD,Scientist/Researcher,Perfectly,Python,Sort of (Explain more),51-75% of projects,5,5,1
India,Female,33,Employed full-time,Academic,Master's degree,Computer Science,42000,INR,Scientist/Researcher,Fine,R,Sort of (Explain more),26-50% of projects,6,6,0.0154
India,Female,26,Employed full-time,Government,Master's degree,Computer Science,840000,INR,Data Analyst,Fine,Python,No,100% of projects,5,5,0.0154
Japan,Male,30,Employed full-time,Academic,Doctoral degree,Computer Science,4000000,JPY,Computer Scientist,Fine,Python,Yes,51-75% of projects,3,3,0.0089
South Africa,Female,28,Employed full-time,Financial,Master's degree,"Information technology, networking, or system administration",0,ZAR,Data Analyst,Fine,R,No,26-50% of projects,9,9,0.0753
United States,Male,25,Employed full-time,Retail,Bachelor's degree,Computer Science,120000,USD,Computer Scientist,Fine,Python,Yes,26-50% of projects,8,8,1
Singapore,Male,44,Employed full-time,Academic,Doctoral degree,Computer Science,100000,SGD,Computer Scientist,Fine,Python,No,51-75% of projects,6,6,0.7245
United States,Male,25,Employed full-time,Technology,Master's degree,Mathematics or statistics,132000,USD,Software Developer/Software Engineer,Fine,Python,No,Less than 10% of projects,7,7,1
Singapore,Male,33,Employed full-time,Academic,Doctoral degree,Engineering (non-computer focused),120000,SGD,Scientist/Researcher,Fine,Python,Yes,51-75% of projects,8,8,0.7245
Taiwan,Male,26,Employed full-time,Technology,Master's degree,Computer Science,30000,USD,Machine Learning Engineer,Fine,Python,No,26-50% of projects,7,7,1
United States,Male,48,Employed full-time,Technology,Doctoral degree,Computer Science,350000,USD,Computer Scientist,Poorly,Python,Yes,100% of projects,8,8,1
Israel,Male,32,Employed full-time,Academic,Master's degree,Computer Science,50000,USD,Researcher,Fine,Python,Yes,Less than 10% of projects,10 - Highly Satisfied,10,1
India,Female,26,Employed full-time,Technology,Bachelor's degree,Computer Science,700000,INR,Machine Learning Engineer,Perfectly,SQL,Yes,Less than 10% of projects,8,8,0.0154
India,Male,30,Employed full-time,Technology,Master's degree,Computer Science,1200000,INR,Scientist/Researcher,Perfectly,Python,Yes,10-25% of projects,9,9,0.0154
India,Male,21,Employed full-time,Financial,Bachelor's degree,Computer Science,360000,INR,Software Developer/Software Engineer,Perfectly,Python,No,Less than 10% of projects,4,4,0.0154
People 's Republic of China,Female,38,Employed full-time,Mix of fields,Master's degree,Electrical Engineering,20000,CNY,Engineer,Perfectly,Python,No,Less than 10% of projects,3,3,0.148
India,Male,28,Employed full-time,Technology,Master's degree,Computer Science,60000,INR,Software Developer/Software Engineer,Fine,Python,No,26-50% of projects,8,8,0.0154
India,Male,42,Employed full-time,Academic,Doctoral degree,Computer Science,1200000,INR,Computer Scientist,Fine,Python,Yes,10-25% of projects,7,7,0.0154
India,Male,35,Employed full-time,Academic,Master's degree,Computer Science,360000,INR,Researcher,Fine,Python,No,None,8,8,0.0154
Singapore,Male,28,Employed full-time,Academic,Master's degree,Computer Science,50000,SGD,Software Developer/Software Engineer,Poorly,Python,Yes,26-50% of projects,3,3,0.7245
United States,Male,42,Employed full-time,Manufacturing,Doctoral degree,Engineering (non-computer focused),107000,USD,Engineer,Fine,Python,No,10-25% of projects,10 - Highly Satisfied,10,1
Poland,Male,32,Employed full-time,Academic,Doctoral degree,Physics,60000,PLN,Scientist/Researcher,Perfectly,Python,Sort of (Explain more),51-75% of projects,6,6,0.2656
India,Male,28,Employed full-time,CRM/Marketing,Bachelor's degree,"Information technology, networking, or system administration",710000,INR,Machine Learning Engineer,Perfectly,Python,No,10-25% of projects,9,9,0.0154
People 's Republic of China,Male,27,Employed full-time,Internet-based,Master's degree,Electrical Engineering,280000,CNY,Machine Learning Engineer,Fine,Python,Yes,10-25% of projects,7,7,0.148
Finland,Male,23,Employed full-time,Technology,Bachelor's degree,Mathematics or statistics,30000,EUR,Data Analyst,Fine,R,Sort of (Explain more),76-99% of projects,6,6,1.1304
India,Female,24,Employed full-time,Technology,Master's degree,"Information technology, networking, or system administration",700000,INR,Machine Learning Engineer,Fine,R,Sort of (Explain more),Less than 10% of projects,7,7,0.0154
Pakistan,Female,23,Employed full-time,Technology,Master's degree,Computer Science,900000,PKR,Programmer,Fine,Python,Sort of (Explain more),26-50% of projects,7,7,0.0095
India,Male,27,Employed full-time,Financial,Bachelor's degree,Engineering (non-computer focused),10000000,INR,Software Developer/Software Engineer,Fine,SQL,No,10-25% of projects,4,4,0.0154
Germany,Male,39,Employed full-time,Retail,I prefer not to answer,Computer Science,70000,EUR,Software Developer/Software Engineer,Fine,Python,Yes,76-99% of projects,9,9,1.1304
United States,Male,46,Employed full-time,Technology,Bachelor's degree,Computer Science,190000,USD,Software Developer/Software Engineer,Fine,Python,No,Less than 10% of projects,6,6,1
India,Male,27,Employed full-time,Mix of fields,Master's degree,Computer Science,1800000,INR,Software Developer/Software Engineer,Fine,Python,Yes,100% of projects,7,7,0.0154
India,Male,22,Employed full-time,Mix of fields,Bachelor's degree,Computer Science,550000,INR,Data Analyst,Fine,R,No,100% of projects,7,7,0.0154
Brazil,Male,23,Employed full-time,Technology,Bachelor's degree,Computer Science,57600,BRL,Programmer,Fine,Python,Yes,Less than 10% of projects,7,7,0.3134
United States,Male,39,Employed full-time,Financial,Master's degree,Mathematics or statistics,1000000,USD,Machine Learning Engineer,Fine,Python,Yes,100% of projects,10 - Highly Satisfied,10,1
India,Female,30,Employed full-time,Technology,Bachelor's degree,Computer Science,55000,INR,Data Analyst,Fine,Python,No,Less than 10% of projects,1 - Highly Dissatisfied,1,0.0154
India,Male,32,Employed full-time,Other,Bachelor's degree,"Information technology, networking, or system administration",450000,INR,Data Analyst,Fine,SQL,Sort of (Explain more),26-50% of projects,9,9,0.0154
Japan,Male,28,Employed full-time,Technology,Master's degree,Engineering (non-computer focused),40000,USD,Programmer,Fine,R,No,Less than 10% of projects,1 - Highly Dissatisfied,1,1
Taiwan,Male,54,Employed full-time,Academic,Doctoral degree,Electrical Engineering,75000,TWD,Computer Scientist,Perfectly,Python,Yes,10-25% of projects,6,6,0.0329
Japan,Male,41,Employed full-time,Academic,Doctoral degree,Mathematics or statistics,6500000,JPY,Business Analyst,Fine,Python,Sort of (Explain more),26-50% of projects,7,7,0.0089
Australia,Male,52,Employed full-time,Other,Doctoral degree,Other,230000,AUD,Scientist/Researcher,Fine,Python,Yes,100% of projects,10 - Highly Satisfied,10,0.7669
India,Male,35,Employed full-time,Other,Master's degree,Computer Science,2500000,INR,Other,Fine,R,No,10-25% of projects,5,5,0.0154
Russia,Male,21,"Independent contractor, freelancer, or self-employed",Academic,Master's degree,Computer Science,0,RUB,Computer Scientist,Fine,R,Yes,10-25% of projects,5,5,0.0172
South Africa,Male,45,Employed full-time,Financial,Master's degree,Physics,1500000,ZAR,Other,Fine,Python,Yes,100% of projects,7,7,0.0753
Greece,Male,26,Employed full-time,Technology,Master's degree,Mathematics or statistics,14000,EUR,Data Analyst,Fine,R,Yes,76-99% of projects,8,8,1.1304
Other,Male,32,Employed full-time,Insurance,Doctoral degree,Mathematics or statistics,12000,USD,Statistician,Poorly,R,No,26-50% of projects,4,4,1
India,Male,36,Employed full-time,Technology,Bachelor's degree,Computer Science,4000000,INR,Other,Perfectly,Python,Sort of (Explain more),100% of projects,5,5,0.0154
Ukraine,Male,25,Employed full-time,Technology,Master's degree,"Information technology, networking, or system administration",20000,USD,Software Developer/Software Engineer,Fine,Python,Yes,Less than 10% of projects,3,3,1
United States,Female,24,Employed full-time,Non-profit,Bachelor's degree,A social science,60000,USD,Researcher,Fine,R,No,10-25% of projects,5,5,1
United States,Female,26,Employed full-time,Mix of fields,Master's degree,Computer Science,125000,USD,Machine Learning Engineer,Fine,Python,Sort of (Explain more),10-25% of projects,8,8,1
India,Male,29,Employed full-time,Financial,Master's degree,Electrical Engineering,2400000,INR,Predictive Modeler,Perfectly,Scala,Yes,51-75% of projects,8,8,0.0154
